id,code,name,description
tabla28_501,501,Capital social,
tabla28_5011,5011,Acciones,
tabla28_5012,5012,Participaciones,
tabla28_502,502,Acciones en tesorería,
tabla28_511,511,Acciones de inversión,
tabla28_512,512,Acciones de inversión en tesorería,
tabla28_521,521,Primas (descuento) de acciones,
tabla28_522,522,Capitalizaciones en trámite,
tabla28_5221,5221,Aportes,
tabla28_5222,5222,Reservas,
tabla28_5223,5223,Acreencias,
tabla28_5224,5224,Utilidades,
tabla28_523,523,Reducciones de capital pendientes de formalización,
tabla28_561,561,Diferencia en cambio de inversiones permanentes en entidades extranjeras,
tabla28_562,562,Instrumentos financieros – Cobertura de flujo de efectivo,
tabla28_563,563,Ganancia o pérdida en activos o pasivos financieros disponibles para la venta,
tabla28_5631,5631,Ganancia,
tabla28_5632,5632,Pérdida,
tabla28_564,564,Ganancia o pérdida en activos o pasivos financieros disponibles para la venta – Compra o venta convencional fecha de liquidación,
tabla28_5641,5641,Ganancia,
tabla28_5642,5642,Pérdida,
tabla28_571,571,Excedente de revaluación,
tabla28_5711,5711,Inversiones inmobiliarias,
tabla28_5712,5712,"Inmuebles, maquinaria y equipos",
tabla28_5713,5713,Intangibles,
tabla28_572,572,Excedente de revaluación – Acciones liberadas recibidas,
tabla28_573,573,Participación en excedente de revaluación – Inversiones en entidades relacionadas,
tabla28_581,581,Reinversión,
tabla28_582,582,Legal,
tabla28_583,583,Contractuales,
tabla28_584,584,Estatutarias,
tabla28_585,585,Facultativas,
tabla28_589,589,Otras reservas,
tabla28_591,591,Utilidades no distribuidas,
tabla28_5911,5911,Utilidades acumuladas,
tabla28_5912,5912,Ingresos de años anteriores,
tabla28_592,592,Pérdidas acumuladas,
tabla28_5921,5921,Pérdidas acumuladas,
tabla28_5922,5922,Gastos de años anteriores,
