id,code,name,description
tabla22_01,01,SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL,
tabla22_02,02,SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL,
tabla22_03,03,SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL,
tabla22_04,04,SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP),
tabla22_05,05,SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACIÓN,
tabla22_06,06,SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSIÓN,
tabla22_07,07,SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS,
tabla22_08,08,SUPERINTENDENCIA DEL MERCADO DE VALORES - ICLV,
tabla22_09,09,OTROS NO CONSIDERADOS EN LOS ANTERIORES,
