id,code,name,description
tabla15_01,01,VALORES EMITIDOS O GARANTIZADOS POR EL ESTADO,
tabla15_02,02,VALORES EMITIDOS O GARANTIZADOS POR EL SISTEMA FINANCIERO,
tabla15_03,03,VALORES EMITIDOS POR LA EMPRESA,
tabla15_04,04,OTROS INSTRUMENTOS FINANCIEROS REPRESENTATIVOS DE DEUDA,
tabla15_05,05,CERTIFICADOS DE SUSCRIPCIÓN PREFERENTE,
tabla15_06,06,ACCIONES REPRESENTATIVAS DE CAPITAL SOCIAL,
tabla15_07,07,ACCIONES DE INVERSIÓN,
tabla15_08,08,CERTIFICADO DE PARTICIPACIÓN DE FONDOS,
tabla15_09,09,ASOCIACIONES EN PARTICIPACIÓN Y CONSORCIOS,
tabla15_10,10,OTROS INSTRUMENTOS FINANCIEROS REPRESENTATIVOS DE DERECHO PATRIMONIAL,
tabla15_99,99,OTROS TÍTULOS,
